,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month),Status
97,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,40.87,18.12,3.95,4.96,21.76,28.15,9.02,189090000000.0,11.36,189090000000.0,173650000000.0,14.39,2.96,3.61,11.36,3.61,31680000000.0,189090000000.0,N/A,2.47,25.70,9.30,30020000000.0,7.1,15590000000.0,1.59,9.04,15930000000.0,189090000000.0,0.06,74.11,N/A,1.82,0.89,39930000.0,N/A
98,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,133.32,26.12,6.81,5.66,26.08,40.14,6.83,73300000000.0,13.84,73300000000.0,87360000000.0,21.74,3.30,8.21,15.20,8.21,6290000000.0,73300000000.0,N/A,3.60,14.00,11.10,2900000000.0,3.79,16969999999.999998,1.84,16.62,4240000000.0,73300000000.0,0.11,76.66,N/A,2.4,1.20,7090000.0,N/A
99,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,78.91,39.30,5.42,10.22,13.90,17.79,9.44,36760000000.0,66.50,36760000000.0,38760000000.0,38.91,3.57,5.59,24.06,5.59,3230000000.0,36760000000.0,N/A,8.91,15.70,4.70,703170000.0,6.7,2840000000.0,2.06,34.27,1290000000.0,36760000000.0,14.44,66.67,N/A,2.41,0.99,3.51,N/A
100,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,31.27,30.35,2.67,3.93,8.78,15.61,9.44,43810000000.0,30.79,43810000000.0,42720000000.0,20.92,2.73,2.55,15.12,2.55,6150000000.0,43810000000.0,N/A,2.70,30.00,0.10,4580000000.0,8.56,3480000000.0,2.62,20.67,3340000000.0,43810000000.0,0.24,93.76,N/A,3.06,1.54,8160000.0,N/A
101,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,801.25,27.62,5.08,229.85,18.52,21.33,9.99,16110000000.0,25.80,16110000000.0,17110000000.0,20.04,1.80,5.29,20.64,5.29,2600000000.0,16110000000.0,N/A,4.68,63.70,4.70,924780000.0,7.51,1930000000.0,0.90,0.56,1020000000.0,16110000000.0,0.66,94.61,N/A,4.55,8.07,6730000.0,N/A
102,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,126.28,11.23,0.34,1.29,3.00,5.32,3.89,88970000000.0,202.97,88970000000.0,164150000000.0,8.99,1.19,0.62,9.00,0.62,44520000000.0,88970000000.0,N/A,6.05,20.00,3.60,12090000000.0,9.23,87270000000.0,0.95,52.56,14930000000.0,88970000000.0,0.17,78.00,N/A,1.62,1.18,16930000.0,N/A
103,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,26.36,43.77,1.61,1.32,11.02,4.82,1.31,175330000000.0,56.03,175330000000.0,203250000000.0,33.78,0.87,1.95,11.80,1.95,59750000000.0,175330000000.0,N/A,6.18,6890000000.0,31.00,6890000000.0,3.69,34810000000.0,1.26,70.57,8880000000.0,175330000000.0,0.04,62.86,N/A,1.56,0.90,14810000.0,N/A
104,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,138.69,27.33,3.64,2.49,0.44,27.29,2.76,59520000000.0,20.03,59520000000.0,99010000000.0,18.83,26.69,5.92,14.53,5.92,7970000000.0,59520000000.0,N/A,0.22,63.50,4.60,0.52,0.52,38930000000.0,1.13,29.35,6300000000.0,59520000000.0,0.28,69.79,N/A,1.7,1.10,11880000.0,N/A
105,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,267.20,4.86,1.05,7.67,42.88,8.82,1.90,25750000000.0,38.53,25750000000.0,45670000000.0,158.73,39.29,1.86,3.67,1.86,12920000000.0,25750000000.0,N/A,16.53,21530000000.0,75.60,21530000000.0,33.89,42540000000.0,1.27,5.28,1540000000.0,25750000000.0,0.35,61.37,N/A,0.79,1.94,10260000.0,N/A
106,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,65.11,16.94,2.93,1.58,14.73,10.43,1.87,60020000000.0,27.61,60020000000.0,80210000000.0,24.88,276.34,3.94,107.95,3.94,7710000000.0,60020000000.0,N/A,4.07,4010000000.0,6.10,4010000000.0,5.46,24820000000.0,1.80,51.18,3370000000.0,60020000000.0,0.09,78.24,N/A,3.19,1.78,6880000.0,N/A
107,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,45.05,6.73,0.31,1.00,1.48,2.85,2.40,1390000000.0,204.71,1390000000.0,1950000000.0,0.31,0.31,0.41,22.33,0.41,2109999999.9999998,1390000000.0,N/A,3.04,483.10,26.10,61120000.0,2.78,622030000.0,1.72,62.77,279150000.0,1390000000.0,26.28,94.73,N/A,14.22,110.72,5080000.0,N/A
108,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,358.40,33.82,2.64,7.14,7.75,12.81,3.84,92410000000.0,113.28,92410000000.0,131000000000.0,23.42,1.99,3.72,21.92,3.72,8960000000.0,92410000000.0,N/A,8.69,5.10,1.70,6830000000.0,21.79,46390000000.0,2.31,41.25,7480000000.0,92410000000.0,0.24,81.16,N/A,1.35,0.86,2020000.0,N/A
109,N/A,N/A,dell,N/A,N/A,N/A,N/A,N/A,877.49,24.36,0.64,41.06,2.64,4.00,1.95,57900000000.0,124.43,57900000000.0,98290000000.0,11.21,2.83,1.07,9.67,1.07,28930000000.0,57900000000.0,N/A,3.18,66.70,2.80,11300000000.0,15.08,52110000000.0,0.77,1.17,9040000000.0,57900000000.0,2.45,86.69,N/A,2.88,2.43,5300000.0,N/A
110,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,317.43,29.92,2.68,3.25,18.20,25.98,0.89,29760000000.0,18.73,29760000000.0,29.92,14.14,0.36,1.80,1.80,1.80,7820000000.0,29760000000.0,N/A,3.28,0.10,6.50,9510000000.0,31.04,32540000000.0,1.05,30.00,6030000000.0,29760000000.0,0.53,88.75,N/A,2.55,2.20,8039999.999999999,N/A
111,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,192.70,21.56,1.69,7.64,7.84,10.49,8.77,53340000000.0,129.63,53340000000.0,64599999999.99999,22.27,1.62,1.99,16.31,1.99,8490000000.0,53340000000.0,N/A,10.10,57.10,17.30,2200000000.0,8.98,13460000000.0,1.28,28.51,3960000000.0,53340000000.0,0.20,95.10,N/A,1.29,1.27,2820000.0,N/A
112,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,78.90,14.82,1.96,2.53,13.22,18.91,7.55,16200000000.0,62.75,16200000000.0,19750000000.0,12.47,1.42,2.36,10.03,2.36,2720000000.0,16200000000.0,N/A,8.11,164.20,42.40,1600000000.0,11.91,5150000000.0,1.40,47.41,1810000000.0,16200000000.0,0.50,91.04,N/A,2.35,2.14,2480000.0,N/A
113,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,35.78,10.45,1.22,2.06,11.69,14.47,10.64,24420000000.0,55.57,24420000000.0,25720000000.0,8.45,0.89,1.27,8.66,1.27,4620000000.0,24420000000.0,N/A,6.41,64.10,27.00,2960000000.0,8.13,4340000000.0,5.33,32.53,1420000000.0,24420000000.0,8.70,84.14,N/A,1.7,1.69,4710000.0,N/A
114,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,59.94,56.01,8.45,4.91,18.05,19.82,3.76,172970000000.0,28.83,172970000000.0,192380000000.0,34.84,2.23,9.43,33.50,9.43,9980000000.0,172970000000.0,N/A,4.96,32.30,34.40,5690000000.0,8.01,22760000000.0,2.08,48.84,5100000000.0,172970000000.0,11.28,81.53,N/A,1.6,0.65,5470000.0,N/A
115,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,63.91,51.22,4.94,3.87,4.38,6.67,1.38,323520000000.0,36.17,323520000000.0,364230000000.0,88.50,2.92,5.57,69.39,5.57,21510000000.0,323520000000.0,N/A,1.59,17910000000.0,23.10,17910000000.0,9.9,62320000000.0,1.32,46.18,7620000000.0,323520000000.0,0.20,65.57,N/A,1.33,1.10,16980000.0,N/A
116,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,128.65,16.62,2.21,1.67,13.36,27.70,5.57,15570000000.0,17.28,15570000000.0,28990000000.0,10.19,1.28,2.72,4.30,2.72,7390000000.0,15570000000.0,N/A,1.80,14.50,4.40,2160000000.0,0.65,15490000000.0,1.99,14.81,3420000000.0,15570000000.0,2.85,130.64,N/A,7.16,38.87,44850000.0,N/A
117,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,150.66,15.13,0.63,2.72,4.20,7.97,6.12,5760000000.0,107.86,5760000000.0,7900000000.0,13.44,2.18,0.87,9.56,0.87,2570000000.0,5760000000.0,N/A,4.26,207.80,22.90,1060000000.0,11.83,3200000000.0,1.40,25.06,1530000000.0,5760000000.0,4.19,110.99,N/A,3.87,21.10,14500000.0,N/A
118,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,140.55,27.89,1.07,3.82,3.84,8.11,6.29,26570000000.0,105.77,26570000000.0,35240000000.0,17.95,1.63,1.41,16.49,1.41,8950000000.0,26570000000.0,N/A,4.05,29.00,7.50,1120000000.0,4.76,9780000000.0,1.28,29.60,2590000000.0,26570000000.0,1.34,91.73,N/A,1.07,1.45,2260000.0,N/A
119,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,213.46,54.35,0.74,2.67,1.56,13.73,8.18,1310000000.0,44.26,1310000000.0,2080000000.0,0.74,0.74,1.12,10.51,1.12,1200000000.0,1310000000.0,N/A,0.67,310430000.0,11.00,310430000.0,7.41,1090000000.0,1.79,12.21,245440000.0,1310000000.0,0.86,92.44,N/A,7.72,6.08,2360000.0,N/A
120,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,92.27,23.58,6.47,3.03,20.69,4.39,1690000000.0,10770000000.0,4.00,10770000000.0,13840000000.0,23.58,6.47,8.19,38.81,8.19,965400000.0,10770000000.0,N/A,0.88,311300000.0,8.30,311300000.0,0.74,3380000000.0,0.92,8.53,187500000.0,10770000000.0,0.24,72.61,N/A,7.14,3.36,4210000.0,N/A
121,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,96.65,28.20,2.82,5.75,10.02,14.71,6.96,18650000000.0,46.28,18650000000.0,21360000000.0,21.32,2.22,3.20,17.68,3.20,2630000000.0,18650000000.0,N/A,4.59,2.80,4.20,427500000.0,2.97,3140000000.0,1.48,22.53,1050000000.0,18650000000.0,0.89,85.50,N/A,2.58,1.60,1570000.0,N/A
122,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,151.20,15.19,1.08,3.33,6.14,7.44,2.83,41170000000.0,51.40,41170000000.0,55890000000.0,20.62,1.08,1.47,31.77,1.47,6370000000.0,41170000000.0,N/A,3.17,4590000000.0,9.80,4590000000.0,6.19,19550000000.0,1.74,16.66,6550000000.0,41170000000.0,0.09,68.00,N/A,2.48,1.30,10330000.0,N/A
123,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,234.96,14.92,2.31,6.60,1.70,1.59,0.69,16210000000.0,53.76,16210000000.0,20580000000.0,41.49,2.98,3.03,283.88,3.03,1410000000.0,16210000000.0,N/A,0.92,288.70,19.40,777300000.0,5.96,5770000000.0,0.72,18.84,699900000.0,16210000000.0,0.78,93.03,N/A,2.94,5.10,4620000.0,N/A
124,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,158.73,16.74,1.88,1.86,11.30,16.36,2.97,22880000000.0,62.77,22880000000.0,41750000000.0,16.56,2.99,3.47,11.55,3.47,3420000000.0,22880000000.0,N/A,7.07,49.20,5.30,4.88,4.88,19820000000.0,1.12,63.67,3530000000.0,22880000000.0,0.58,74.88,N/A,1.25,1.05,1800000.0,N/A
125,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,138.76,32.81,2.73,1.50,8.89,23.64,2.21,66269999999.99999,32.38,66269999999.99999,133449999999.99998,17.09,4.16,5.52,14.10,5.52,11560000000.0,66269999999.99999,N/A,2.73,2.80,3.20,0.42,0.42,65620000000.00001,0.52,59.84,9340000000.0,66269999999.99999,0.10,64.65,N/A,1.83,0.78,35160000.0,N/A
126,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,363.27,18.95,1.34,8.69,7.32,15.57,6.51,13880000000.0,92.90,13880000000.0,24250000000.0,14.95,1.00,2.10,10.38,2.10,3470000000.0,13880000000.0,N/A,6.68,10.80,0.70,729870000.0,6.52,11110000000.0,1.37,13.84,2170000000.0,13880000000.0,2.95,97.91,N/A,6.52,7.13,5160000.0,N/A
127,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,144.54,10.39,1.34,2.32,74.28,62.10,13.61,7010000000.0,11.50,7010000000.0,9840000000.0,31.55,4.84,1.92,7.31,1.92,2230000000.0,7010000000.0,N/A,8.57,1710000000.0,28.80,1710000000.0,4.46,4550000000.0,2.04,7.89,1550000000.0,7010000000.0,0.63,84.16,N/A,1.59,4.86,19290000.0,N/A
128,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,15.34,31.37,7.42,5.09,23.51,24.76,7.84,41100000000.0,19.31,41100000000.0,36160000000.0,23.70,4.05,6.47,22.71,6.47,4170000000.0,41100000000.0,N/A,4.49,78.30,14.60,6030000000.0,20.79,1240000000.0,2.75,27.88,2040000000.0,41100000000.0,0.39,93.39,N/A,2.14,2.40,6100000.0,N/A
129,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,278.70,15.93,3.36,12.53,45.56,25.55,10.15,37560000000.0,15.96,37560000000.0,42030000000.0,14.06,0.82,3.56,10.93,3.56,8289999999.999999,37560000000.0,N/A,7.21,114.20,25.10,3660000000.0,5.31,8140000000.000001,1.75,4.24,2470000000.0,37560000000.0,3.66,94.52,N/A,3.26,3.96,25380000.0,N/A
130,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,121.50,54.09,4.51,10.52,7.52,14.23,6.54,63300000000.0,49.75,63300000000.0,69610000000.0,41.49,5.47,4.86,25.39,4.86,6220000000.0,63300000000.0,N/A,3.74,47.00,6.40,1030000000.0,3.62,7350000000.0,1.61,21.07,2029999999.9999998,63300000000.0,0.53,88.36,N/A,3.32,1.19,2650000.0,N/A
131,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,128.38,17.62,1.95,1.29,11.06,20.66,2.73,23900000000.0,36.68,23900000000.0,47640000000.0,15.92,4.68,3.89,10.54,3.89,6770000000.0,23900000000.0,N/A,4.05,4.20,1.00,0.46,0.46,24020000000.0,0.59,55.37,2540000000.0,23900000000.0,0.16,64.81,N/A,3.37,2.78,8930000.0,N/A
132,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,147.55,50.22,5.67,7.53,11.29,16.78,4.92,22050000000.0,32.26,22050000000.0,24890000000.0,27.17,2.03,6.36,22.32,6.36,1990000000.0,22050000000.0,N/A,3.62,176.40,22.00,1540000000.0,12.62,4380000000.0,0.97,24.09,879700000.0,22050000000.0,0.38,91.23,N/A,2.5,1.83,1960000.0,N/A
133,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,146.02,67.72,1.72,1.72,2.66,20.65,2.60,23580000000.0,36.34,23580000000.0,46340000000.0,13.33,5.59,3.46,15.61,3.46,6740000000.0,23580000000.0,N/A,0.96,0.24,24.10,0.24,0.24,22850000000.0,0.68,36.32,1580000000.0,23580000000.0,0.06,90.97,N/A,3.06,1.60,7010000.0,N/A
134,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,180.63,156.13,6.85,21.18,4.38,14.40,7.54,94280000000.0,38.70,94280000000.0,98110000000.0,51.55,3.93,7.03,55.90,7.03,10750000000.0,94280000000.0,N/A,1.66,12.10,8.50,4280000000.0000005,11.84,8090000000.0,1.85,12.32,2810000000.0,94280000000.0,4.29,91.68,N/A,1.29,0.76,1570000.0,N/A
135,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,98.36,28.82,1.61,2.24,5.56,12.20,4.03,13580000000.0,62.62,13580000000.0,18800000000.0,14.37,5.86,2.21,14.37,2.21,2230000000.0,13580000000.0,N/A,3.46,39.50,8.70,4.8,4.8,6060000000.0,1.98,44.86,1720000000.0,13580000000.0,0.56,87.62,N/A,2.16,1.81,2.76,N/A
136,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,94.79,25.33,2.97,5.85,11.71,16.97,8.21,49200000000.0,27.84,49200000000.0,53740000000.0,23.70,2.89,3.20,15.98,3.20,7030000000.0,49200000000.0,N/A,3.24,0.80,8.30,3320000000.0,5.54,8010000000.0,1.52,14.06,3080000000.0,49200000000.0,0.68,76.27,N/A,2.99,1.47,10020000.0,N/A
137,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,29.66,61.08,3.03,1.70,2.70,1.38,0.27,34200000000.000004,19.52,34200000000.000004,37110000000.0,29.41,6.63,3.31,11.09,3.31,9120000000.0,34200000000.000004,N/A,0.53,3070000000.0,45.00,3070000000.0,5.26,5980000000.0,1.69,34.54,5690000000.0,34200000000.000004,0.33,89.87,N/A,1.98,2.40,15050000.0,N/A
138,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,78.99,22.71,8.46,2.06,35.97,31.80,2.52,21550000000.0,7.11,21550000000.0,30140000000.0,57.80,14.85,11.41,13.75,11.41,1790000000.0,21550000000.0,N/A,2.55,65.80,9.10,178330000.0,0.48,8730000000.0,0.59,28.15,1400000000.0,21550000000.0,1.51,93.12,N/A,3.34,3.35,9820000.0,N/A
139,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,53.97,N/A,N/A,N/A,84.81,23.59,2.03,1.25,10.19,275600000.0,N/A,N/A,N/A,N/A,N/A,2600000000.0,1890000000.0,1.25,N/A,8.64,13670000.0,22.10,13670000.0,0.05,4770000000.0,0.73,34.64,1350000000.0,1.25,1.06,91.73,N/A,2.97,6.69,16780000.0,N/A
140,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2710000000.0,2710000000.0,2710000000.0,57.30,2710000000.0,0.56,N/A,N/A,N/A,N/A,N/A,2710000000.0,2710000000.0,57.30,N/A,N/A,N/A,2710000000.0,N/A,N/A,N/A,N/A,N/A,N/A,57.30,0.56,0.56,N/A,0.56,0.56,0.56,N/A
141,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,59.73,N/A,N/A,N/A,7.53,9.98,3.65,1.12,45.35,398600000.0,N/A,N/A,N/A,N/A,N/A,18410000000.0,7050000000.0,1.12,N/A,3.40,25.80,14.80,1.92,1.92,8670000000.0,1.49,36.32,2940000000.0,1.12,0.18,83.12,N/A,1.54,0.75,2490000.0,N/A
142,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,200.08,N/A,N/A,N/A,13.57,18.75,2.24,0.49,51.07,200230000.0,N/A,N/A,N/A,N/A,N/A,10210000000.0,4269999999.9999995,0.49,N/A,6.89,42.70,7.50,1240000000.0,6.19,22060000000.0,0.59,53.80,3070000000.0,0.49,0.27,88.35,N/A,1.17,0.85,1380000.0,N/A
143,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,16.39,N/A,N/A,N/A,18.18,29.85,12.77,0.97,7.01,623250000.0,N/A,N/A,N/A,N/A,N/A,4370000000.0,3230000000.0,0.97,N/A,1.26,18.40,4.30,1300000000.0,2.08,690100000.0,3.52,6.76,1050000000.0,0.97,0.68,87.59,N/A,1.96,0.80,5020000.0,N/A
144,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,111.56,N/A,N/A,N/A,7.14,11.84,1.97,0.41,34.08,975570000.0,N/A,N/A,N/A,N/A,N/A,33270000000.000004,10270000000.0,0.41,N/A,2.43,35.10,0.90,1860000000.0,1.9,39160000000.0,1.09,33.71,5480000000.0,0.41,0.26,80.94,N/A,1.83,0.88,8890000.0,N/A
145,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,17.09,N/A,N/A,N/A,7.06,9.33,13.00,0.74,53.35,169270000.0,N/A,N/A,N/A,N/A,N/A,8990000000.0,1050000000.0,0.74,N/A,3.71,19.40,18.80,1470000000.0,8.66,428130000.0,2.28,14.78,678570000.0,0.74,0.63,95.55,N/A,3.15,2.36,2840000.0,N/A
146,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,226.12,N/A,N/A,N/A,30.64,12.70,2.72,1.75,49.49,135940000.0,N/A,N/A,N/A,N/A,N/A,7030000000.0,9900000000.0,1.75,N/A,15.49,4380000000.0,57.70,4380000000.0,30.93,9350000000.0,1.20,11.54,3110000000.0,1.75,12.77,102.97,N/A,6.83,13.83,15650000.0,N/A
147,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,891.18,N/A,N/A,N/A,35.66,25.00,11.54,3.08,21.51,64840000.0,N/A,N/A,N/A,N/A,N/A,1380000000.0,900710000.0,3.08,N/A,7.6760,107350000.0,34.10,107350000.0,1.65,1150000000.0,0.96,0.94,193730000.0,3.08,3.62,69.88,N/A,1.09,13.03,8320000.0,N/A
148,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,478.15,N/A,N/A,N/A,0.12,1.50,0.47,1.27,32.99,3910000000.0,N/A,N/A,N/A,N/A,N/A,130910000000.0,12880000000.0,1.27,N/A,0.04,461.20,1.40,29500000000.0,7.42,158560000000.0,1.20,8.33,22630000000.0,1.27,0.19,52.10,N/A,1.5,2.81,91050000.0,N/A
149,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,22.58,N/A,N/A,N/A,15.12,20.03,17.59,1.20,9.70,574050000.0,N/A,N/A,N/A,N/A,N/A,5570000000.0,2520000000.0,1.20,N/A,1.46,3.70,2.50,331800000.0,0.58,651500000.0,4.39,5.03,1030000000.0,1.20,0.32,80.81,N/A,4.32,2.65,13600000.0,N/A
150,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,9.47,N/A,N/A,N/A,32.01,30.08,10.96,1.18,27.71,2400000000.0,N/A,N/A,N/A,N/A,N/A,78980000000.0,57930000000.0,1.18,N/A,8.78,28.80,21.60,55620000000.0,19.53,11140000000.0,5.51,41.31,33790000000.0,1.18,0.63,79.77,N/A,1.47,0.97,25940000.0,N/A
151,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,57.11,N/A,N/A,N/A,0.74,10.10,2.10,2.27,9.37,1450000000.0,N/A,N/A,N/A,N/A,N/A,13610000000.0,2710000000.0,2.27,N/A,0.08,2510000000.0,22.10,2510000000.0,1.73,10030000000.0,2.61,6.36,1860000000.0,2.27,0.77,73.81,N/A,1.06,1.58,30790000.0,N/A
152,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,182.76,N/A,N/A,N/A,3.28,5.62,3.48,1.31,285.23,265070000.0,N/A,N/A,N/A,N/A,N/A,74730000000.0,16840000000.0,1.31,N/A,9.26,118.90,18.70,8340000000.0,31.46,38450000000.0,1.75,79.37,8250000000.0,1.31,7.64,74.70,N/A,1.18,1.37,3010000.0,N/A
153,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,314.14,N/A,N/A,N/A,6.76,11.98,1.90,0.19,19.82,542590000.0,N/A,N/A,N/A,N/A,N/A,10730000000.0,7690000000.0,0.19,N/A,1.34,16.10,2.00,0.48,0.48,22580000000.0,0.70,13.25,1580000000.0,0.19,0.25,81.41,N/A,2.43,5.08,15100000.0,N/A
154,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,34.63,N/A,N/A,N/A,13.08,17.67,6.44,1.13,38.59,61600000.0,N/A,N/A,N/A,N/A,N/A,2350000000.0,1940000000.0,1.13,N/A,5.01,18.10,4.10,1210000000.0,19.64,773050000.0,1.39,36.53,660900000.0,1.13,0.36,99.53,N/A,4.72,5.68,3790000.0,N/A
155,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,13.30,N/A,N/A,N/A,37.23,27.59,1.16,1.56,5.22,554790000.0,N/A,N/A,N/A,N/A,N/A,1940000000.0,1820000000.0,1.56,N/A,1.90,382.70,62.20,9330000000.0,16.83,4410000000.0,13.30,13.30,159180000.0,1.56,1.48,84.26,N/A,2.89,2.63,21450000.0,N/A
156,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,41.02,N/A,N/A,N/A,0.83,12.20,1.15,0.81,20.37,620510000.0,N/A,N/A,N/A,N/A,N/A,12580000000.0,3720000000.0,0.81,N/A,0.17,87.00,13.30,2370000000.0,3.81,20190000000.0,0.78,79.08,3690000000.0,0.81,0.36,93.83,N/A,2.41,1.07,6400000.0,N/A
157,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,65.03,N/A,N/A,N/A,6.01,11.42,1.43,0.85,22.33,668620000.0,N/A,N/A,N/A,N/A,N/A,15060000000.0,4930000000.0,0.85,N/A,1.32,33.30,21.00,1.4,1.4,21260000000.0,1.06,47.28,4269999999.9999995,0.85,0.42,92.03,N/A,2.21,1.62,9570000.0,N/A
158,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,29.25,N/A,N/A,N/A,23.35,30.67,0.83,1.65,9.33,712420000.0,N/A,N/A,N/A,N/A,N/A,6670000000.0,7890000000.0,1.65,N/A,2.00,5.80,3.50,6920000000.0,9.72,18220000000.0,29.25,29.25,3390000000.0,1.65,0.32,81.73,N/A,1.85,1.58,10020000.0,N/A
159,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,121.42,N/A,N/A,N/A,4.41,4.34,3.02,1.27,72.54,104210000.0,N/A,N/A,N/A,N/A,N/A,7580000000.0,3560000000.0,1.27,N/A,3.19,112.00,9.00,1390000000.0,13.37,3220000000.0,1.83,25.41,615120000.0,1.27,13.55,82.05,N/A,2.85,7.13,5970000.0,N/A
160,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,46.10,N/A,N/A,N/A,7.36,17.62,6.49,1.52,14.26,131150000.0,N/A,N/A,N/A,N/A,N/A,1890000000.0,935400000.0,1.52,N/A,1.04,2.20,1.00,320720000.0,2.45,833940000.0,2.52,13.79,289740000.0,1.52,0.91,92.60,N/A,1.03,1.81,3070000.0,N/A
161,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,131.60,N/A,N/A,N/A,4.22,1.18,1.31,2.87,95.82,140720000.0,N/A,N/A,N/A,N/A,N/A,13450000000.0,427380000.0,2.87,N/A,4.04,2109999999.9999998,17.80,2109999999.9999998,1720000000.0,1720000000.0,1.41,8.03,296360000.0,2.87,2.13,77.53,N/A,3.3,5.18,6150000.0,N/A
162,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,110.20,N/A,N/A,N/A,3.85,10.03,4.81,1.76,29.24,130259999.99999999,N/A,N/A,N/A,N/A,N/A,3820000000.0,1310000000.0,1.76,N/A,1.12,14.80,7.20,921180000.0,7.07,1880000000.0,2.57,12.87,285150000.0,1.76,0.25,101.09,N/A,5.75,6.53,4610000.0,N/A
163,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,78.40,N/A,N/A,N/A,4.07,5.54,6.86,1.67,24.62,36630000.0,N/A,N/A,N/A,N/A,N/A,1590000000.0,622200000.0,1.67,N/A,0.98,11010000.0,51.50,11010000.0,0.17,306960000.0,1.18,6.08,161490000.0,1.67,33.67,93.02,N/A,8.38,31.45,7910000.0,N/A
